date,channel,campaign_name,spend,clicks,customers,conversions,ctr,cvr,cpc,impressions,creative_id,creative_type,ad_name
2025-05-29,Google Ads,Video - YouTube,588,156,7,7,2.56,4.49,3.77,6086,googleads_video_-_youtube_text_3,Text,Video - YouTube - Text 1
2025-05-29,Google Ads,Display - Remarketing,450,140,5,5,2.13,3.57,3.21,6583,googleads_display_-_remarketing_collection_83,Collection,Display - Remarketing - Collection 2
2025-05-29,Facebook,Lead Generation,318,107,2,2,0.98,1.87,2.96,10948,facebook_lead_generation_image_29,Image,Lead Generation - Image 1
2025-05-29,Facebook,Conversions,258,75,1,1,1.14,1.33,3.43,6572,facebook_conversions_carousel_80,Carousel,Conversions - Carousel 2
2025-05-29,Facebook,Conversions,223,66,2,2,1.02,3.03,3.39,6465,facebook_conversions_video_31,Video,Conversions - Video 3
2025-05-29,LinkedIn,Message Ads,200,20,1,1,0.9,5,9.81,2227,linkedin_message_ads_carousel_67,Carousel,Message Ads - Carousel 1
2025-05-29,LinkedIn,Message Ads,311,37,2,2,0.75,5.41,8.31,4901,,,
2025-05-29,LinkedIn,Text Ads,256,33,1,1,0.94,3.03,7.64,3528,,,
2025-05-29,TikTok,App Install,66,46,1,1,2.36,2.17,1.45,1951,tiktok_app_install_image_63,Image,App Install - Image 1
2025-05-29,TikTok,App Install,89,72,2,2,3.05,2.78,1.24,2364,tiktok_app_install_text_37,Text,App Install - Text 2
2025-05-29,TikTok,Traffic,90,53,1,1,2.43,1.89,1.68,2180,tiktok_traffic_image_38,Image,Traffic - Image 3
2025-05-29,TikTok,App Install,85,49,1,1,2.37,2.04,1.74,2068,tiktok_app_install_video_56,Video,App Install - Video 4
2025-05-29,Pinterest,Traffic,78,32,1,1,1.46,3.13,2.47,2188,pinterest_traffic_carousel_99,Carousel,Traffic - Carousel 1
2025-05-29,Pinterest,Brand Awareness,132,92,2,2,1.21,2.17,1.43,7626,pinterest_brand_awareness_carousel_46,Carousel,Brand Awareness - Carousel 2
2025-05-29,Pinterest,Conversions,62,24,1,1,1.32,4.17,2.56,1814,pinterest_conversions_video_86,Video,Conversions - Video 3
2025-05-30,Google Ads,Video - YouTube,255,76,3,3,2.27,3.95,3.36,3354,googleads_video_-_youtube_collection_9,Collection,Video - YouTube - Collection 1
2025-05-30,Google Ads,Search - Brand,352,104,4,4,2.26,3.85,3.39,4599,googleads_search_-_brand_video_42,Video,Search - Brand - Video 2
2025-05-30,Google Ads,Shopping,418,152,7,7,2.74,4.61,2.75,5556,,,
2025-05-30,Google Ads,Video - YouTube,244,65,3,3,1.92,4.62,3.73,3377,googleads_video_-_youtube_carousel_98,Carousel,Video - YouTube - Carousel 4
2025-05-30,Facebook,Remarketing,141,49,1,1,1.3,2.04,2.85,3767,facebook_remarketing_collection_17,Collection,Remarketing - Collection 1
2025-05-30,Facebook,Video Views,163,62,1,1,1.1,1.61,2.62,5658,,,
2025-05-30,Facebook,Remarketing,138,38,1,1,1.33,2.63,3.64,,,,
2025-05-30,Facebook,Conversions,188,55,1,1,1.11,1.82,3.42,4948,,,
2025-05-30,LinkedIn,Sponsored Content,179,19,1,1,0.71,5.26,9.25,2664,linkedin_sponsored_content_video_17,Video,Sponsored Content - Video 1
2025-05-30,LinkedIn,Dynamic Ads,289,36,2,2,0.73,5.56,8.1,4964,linkedin_dynamic_ads_video_79,Video,Dynamic Ads - Video 2
2025-05-30,LinkedIn,Dynamic Ads,215,27,1,1,0.96,3.7,7.87,2821,linkedin_dynamic_ads_text_15,Text,Dynamic Ads - Text 3
2025-05-30,TikTok,Conversions,146,135,3,3,3.09,2.22,1.08,4373,tiktok_conversions_text_2,Text,Conversions - Text 1
2025-05-30,TikTok,Traffic,67,47,1,1,2.72,2.13,1.43,1725,tiktok_traffic_video_9,Video,Traffic - Video 2
2025-05-30,TikTok,Reach,99,67,1,1,3.24,1.49,1.48,2069,tiktok_reach_collection_38,Collection,Reach - Collection 3
2025-05-30,TikTok,App Install,113,76,2,2,2.49,2.63,1.48,,tiktok_app_install_image_29,Image,App Install - Image 4
2025-05-30,Pinterest,App Install,104,53,1,1,1.73,1.89,1.97,3068,pinterest_app_install_collection_85,Collection,App Install - Collection 1
2025-05-30,Pinterest,App Install,139,60,1,1,1.73,1.67,2.33,3471,pinterest_app_install_text_79,Text,App Install - Text 2
2025-05-31,Google Ads,Video - YouTube,333,98,3,3,2.44,3.06,3.39,4016,googleads_video_-_youtube_video_22,Video,Video - YouTube - Video 1
2025-05-31,Google Ads,Search - Generic,393,91,3,3,1.88,3.3,4.3,4840,googleads_search_-_generic_image_63,Image,Search - Generic - Image 2
2025-05-31,Facebook,Conversions,135,36,1,1,1.2,2.78,3.76,,facebook_conversions_image_21,Image,Conversions - Image 1
2025-05-31,Facebook,Lead Generation,125,33,1,1,1,3.03,3.79,3315,,,
2025-05-31,Facebook,Conversions,113,38,1,1,1.17,2.63,2.97,3256,facebook_conversions_carousel_35,Carousel,Conversions - Carousel 3
2025-05-31,Facebook,Lead Generation,85,30,1,1,0.97,3.33,2.82,3096,facebook_lead_generation_video_1,Video,Lead Generation - Video 4
2025-05-31,LinkedIn,Event Ads,147,14,1,1,0.68,7.14,10.7,2058,linkedin_event_ads_text_45,Text,Event Ads - Text 1
2025-05-31,LinkedIn,Event Ads,136,14,1,1,0.83,7.14,9.57,1694,linkedin_event_ads_text_37,Text,Event Ads - Text 2
2025-05-31,LinkedIn,Sponsored Content,128,11,0,0,0.8,0,11.8,1374,linkedin_sponsored_content_carousel_35,Carousel,Sponsored Content - Carousel 3
2025-05-31,TikTok,Conversions,53,33,1,1,2.7,3.03,1.61,1223,tiktok_conversions_carousel_45,Carousel,Conversions - Carousel 1
2025-05-31,TikTok,App Install,50,28,1,1,3.23,3.57,1.76,866,tiktok_app_install_video_53,Video,App Install - Video 2
2025-05-31,TikTok,Traffic,86,65,1,1,2.44,1.54,1.32,2669,tiktok_traffic_carousel_83,Carousel,Traffic - Carousel 3
2025-05-31,TikTok,Conversions,53,31,1,1,3.27,3.23,1.69,947,tiktok_conversions_collection_57,Collection,Conversions - Collection 4
2025-05-31,Pinterest,Traffic,97,55,1,1,1.56,1.82,1.76,3517,pinterest_traffic_video_2,Video,Traffic - Video 1
2025-05-31,Pinterest,Traffic,71,30,1,1,1.34,3.33,2.37,2240,pinterest_traffic_video_48,Video,Traffic - Video 2
2025-06-01,Google Ads,Search - Generic,202,51,1,1,2.52,1.96,3.97,2027,googleads_search_-_generic_image_50,Image,Search - Generic - Image 1
2025-06-01,Google Ads,Search - Brand,202,47,2,2,2.08,4.26,4.28,2260,googleads_search_-_brand_text_86,Text,Search - Brand - Text 2
2025-06-01,Google Ads,Search - Brand,202,59,2,2,2.31,3.39,3.45,2558,googleads_search_-_brand_image_21,Image,Search - Brand - Image 3
2025-06-01,Facebook,Lead Generation,99,27,1,1,1.14,3.7,3.72,2369,,,
2025-06-01,Facebook,Remarketing,124,39,1,1,0.98,2.56,3.15,3991,facebook_remarketing_image_14,Image,Remarketing - Image 2
2025-06-01,Facebook,Remarketing,110,42,1,1,1.11,2.38,2.61,3792,facebook_remarketing_image_33,Image,Remarketing - Image 3
2025-06-01,Facebook,Lead Generation,92,25,1,1,1.02,4,3.62,2448,facebook_lead_generation_text_11,Text,Lead Generation - Text 4
2025-06-01,LinkedIn,Text Ads,180,17,1,1,0.85,5.88,10.49,1991,linkedin_text_ads_video_76,Video,Text Ads - Video 1
2025-06-01,LinkedIn,Sponsored Content,114,9,0,0,0.92,0,12.37,977,linkedin_sponsored_content_carousel_81,Carousel,Sponsored Content - Carousel 2
2025-06-01,LinkedIn,Text Ads,168,18,1,1,0.81,5.56,9.1,2225,linkedin_text_ads_collection_42,Collection,Text Ads - Collection 3
2025-06-01,TikTok,Reach,127,65,1,1,2.44,1.54,1.95,2663,tiktok_reach_collection_42,Collection,Reach - Collection 1
2025-06-01,TikTok,Reach,78,50,1,1,2.97,2,1.56,1682,,,
2025-06-01,Pinterest,Conversions,95,40,1,1,1.21,2.5,2.35,3316,pinterest_conversions_collection_92,Collection,Conversions - Collection 1
2025-06-01,Pinterest,Brand Awareness,97,53,1,1,1.43,1.89,1.83,3704,pinterest_brand_awareness_video_86,Video,Brand Awareness - Video 2
2025-06-02,Google Ads,Shopping,480,121,6,6,2.31,4.96,3.96,5246,googleads_shopping_video_82,Video,Shopping - Video 1
2025-06-02,Google Ads,Search - Generic,470,133,4,4,1.85,3.01,3.54,7205,googleads_search_-_generic_collection_63,Collection,Search - Generic - Collection 2
2025-06-02,Facebook,Lead Generation,208,63,2,2,1.25,3.17,3.28,5037,facebook_lead_generation_text_60,Text,Lead Generation - Text 1
2025-06-02,Facebook,Remarketing,218,89,2,2,1.21,2.25,2.44,7353,,,
2025-06-02,Facebook,Lead Generation,153,53,1,1,1.08,1.89,2.9,4885,facebook_lead_generation_image_77,Image,Lead Generation - Image 3
2025-06-02,LinkedIn,Message Ads,453,69,3,3,0.73,4.35,6.58,9508,linkedin_message_ads_carousel_57,Carousel,Message Ads - Carousel 1
2025-06-02,LinkedIn,Dynamic Ads,446,57,3,3,0.79,5.26,7.76,7174,linkedin_dynamic_ads_image_56,Image,Dynamic Ads - Image 2
2025-06-02,TikTok,Reach,75,50,1,1,2.76,2,1.5,1814,tiktok_reach_collection_46,Collection,Reach - Collection 1
2025-06-02,TikTok,Traffic,99,74,1,1,2.37,1.35,1.33,3118,tiktok_traffic_text_26,Text,Traffic - Text 2
2025-06-02,TikTok,App Install,104,63,1,1,2.5,1.59,1.66,2523,tiktok_app_install_image_30,Image,App Install - Image 3
2025-06-02,TikTok,Video Views,116,91,1,1,2.4,1.1,1.27,3796,tiktok_video_views_carousel_76,Carousel,Video Views - Carousel 4
2025-06-02,Pinterest,Video Views,86,36,1,1,1.43,2.78,2.37,2526,pinterest_video_views_carousel_34,Carousel,Video Views - Carousel 1
2025-06-02,Pinterest,Conversions,69,37,1,1,1.37,2.7,1.87,2705,pinterest_conversions_text_63,Text,Conversions - Text 2
2025-06-02,Pinterest,Brand Awareness,81,33,1,1,1.3,3.03,2.42,2534,pinterest_brand_awareness_image_59,Image,Brand Awareness - Image 3
2025-06-03,Google Ads,Display - Remarketing,244,61,2,2,2.13,3.28,4.02,2868,,,
2025-06-03,Google Ads,Search - Brand,232,67,3,3,2.27,4.48,3.46,2947,googleads_search_-_brand_image_21,Image,Search - Brand - Image 2
2025-06-03,Google Ads,Display - Remarketing,296,112,5,5,2.63,4.46,2.63,4254,googleads_display_-_remarketing_image_69,Image,Display - Remarketing - Image 3
2025-06-03,Google Ads,Video - YouTube,234,75,2,2,2.46,2.67,3.11,,googleads_video_-_youtube_collection_34,Collection,Video - YouTube - Collection 4
2025-06-03,Facebook,Conversions,379,119,4,4,0.95,3.36,3.18,12522,facebook_conversions_carousel_59,Carousel,Conversions - Carousel 1
2025-06-03,Facebook,Remarketing,259,91,2,2,1.25,2.2,2.84,7300,facebook_remarketing_image_62,Image,Remarketing - Image 2
2025-06-03,LinkedIn,Event Ads,253,30,1,1,0.75,3.33,8.35,3995,linkedin_event_ads_video_71,Video,Event Ads - Video 1
2025-06-03,LinkedIn,Message Ads,181,22,1,1,0.96,4.55,8.15,2298,linkedin_message_ads_text_54,Text,Message Ads - Text 2
2025-06-03,LinkedIn,Dynamic Ads,178,23,1,1,0.79,4.35,7.9,2913,linkedin_dynamic_ads_collection_58,Collection,Dynamic Ads - Collection 3
2025-06-03,TikTok,Conversions,131,76,2,2,2.91,2.63,1.73,2616,tiktok_conversions_carousel_34,Carousel,Conversions - Carousel 1
2025-06-03,TikTok,App Install,178,125,2,2,3.14,1.6,1.43,3983,tiktok_app_install_text_96,Text,App Install - Text 2
2025-06-03,Pinterest,Video Views,57,28,1,1,1.27,3.57,2.05,2199,,,
2025-06-03,Pinterest,Traffic,69,29,1,1,1.72,3.45,2.36,1686,pinterest_traffic_image_20,Image,Traffic - Image 2
2025-06-03,Pinterest,Traffic,49,27,1,1,1.44,3.7,1.84,1876,pinterest_traffic_carousel_30,Carousel,Traffic - Carousel 3
2025-06-03,Pinterest,Traffic,72,30,0,0,1.29,0,2.37,,pinterest_traffic_collection_30,Collection,Traffic - Collection 4
2025-06-04,Google Ads,Search - Brand,531,145,6,6,1.85,4.14,3.65,7848,googleads_search_-_brand_video_21,Video,Search - Brand - Video 1
2025-06-04,Google Ads,Display - Remarketing,503,160,5,5,2.29,3.13,3.13,7000,googleads_display_-_remarketing_image_71,Image,Display - Remarketing - Image 2
2025-06-04,Facebook,Conversions,156,44,1,1,0.92,2.27,3.55,4778,,,
2025-06-04,Facebook,Video Views,192,82,2,2,1.12,2.44,2.34,7337,,,
2025-06-04,Facebook,Lead Generation,207,88,2,2,1.04,2.27,2.35,8472,,,
2025-06-04,Facebook,Remarketing,139,46,1,1,1.11,2.17,3.01,4159,,,
2025-06-04,LinkedIn,Event Ads,186,16,1,1,0.86,6.25,11.52,1863,linkedin_event_ads_carousel_87,Carousel,Event Ads - Carousel 1
2025-06-04,LinkedIn,Text Ads,281,38,2,2,0.85,5.26,7.46,4476,linkedin_text_ads_image_88,Image,Text Ads - Image 2
2025-06-04,LinkedIn,Event Ads,294,39,2,2,0.7,5.13,7.46,5607,linkedin_event_ads_text_80,Text,Event Ads - Text 3
2025-06-04,TikTok,Reach,170,102,2,2,2.67,1.96,1.67,3816,tiktok_reach_image_16,Image,Reach - Image 1
2025-06-04,TikTok,Video Views,168,108,2,2,2.69,1.85,1.55,4022,tiktok_video_views_text_80,Text,Video Views - Text 2
2025-06-04,Pinterest,Video Views,93,50,1,1,1.24,2,1.87,4043,pinterest_video_views_image_46,Image,Video Views - Image 1
2025-06-04,Pinterest,Conversions,69,34,1,1,1.27,2.94,2.03,,pinterest_conversions_text_63,Text,Conversions - Text 2
2025-06-05,Google Ads,Shopping,461,118,5,5,1.84,4.24,3.91,6398,googleads_shopping_collection_83,Collection,Shopping - Collection 1
2025-06-05,Google Ads,Search - Brand,726,241,7,7,2.1,2.9,3.01,,googleads_search_-_brand_image_49,Image,Search - Brand - Image 2
2025-06-05,Facebook,Lead Generation,198,78,2,2,1.21,2.56,2.53,,facebook_lead_generation_image_10,Image,Lead Generation - Image 1
2025-06-05,Facebook,Conversions,94,26,0,0,1.12,0,3.64,,facebook_conversions_video_0,Video,Conversions - Video 2
2025-06-05,Facebook,Lead Generation,163,45,1,1,1.17,2.22,3.63,3834,facebook_lead_generation_text_26,Text,Lead Generation - Text 3
2025-06-05,Facebook,Conversions,175,63,1,1,0.92,1.59,2.76,6850,facebook_conversions_text_41,Text,Conversions - Text 4
2025-06-05,LinkedIn,Message Ads,415,51,2,2,0.91,3.92,8.11,5614,linkedin_message_ads_image_50,Image,Message Ads - Image 1
2025-06-05,LinkedIn,Dynamic Ads,410,57,2,2,0.88,3.51,7.24,6441,linkedin_dynamic_ads_carousel_98,Carousel,Dynamic Ads - Carousel 2
2025-06-05,TikTok,Reach,159,91,1,1,2.79,1.1,1.75,3266,,,
2025-06-05,TikTok,App Install,216,127,2,2,3.47,1.57,1.7,,,,
2025-06-05,Pinterest,Brand Awareness,87,52,1,1,1.37,1.92,1.68,3804,pinterest_brand_awareness_collection_9,Collection,Brand Awareness - Collection 1
2025-06-05,Pinterest,Video Views,82,44,1,1,1.32,2.27,1.88,3342,pinterest_video_views_carousel_14,Carousel,Video Views - Carousel 2
2025-06-05,Pinterest,App Install,88,50,1,1,1.7,2,1.77,2936,pinterest_app_install_image_61,Image,App Install - Image 3
2025-06-06,Google Ads,Search - Brand,433,121,5,5,2.18,4.13,3.57,5563,googleads_search_-_brand_carousel_90,Carousel,Search - Brand - Carousel 1
2025-06-06,Google Ads,Search - Brand,420,116,4,4,1.95,3.45,3.61,,googleads_search_-_brand_image_23,Image,Search - Brand - Image 2
2025-06-06,Facebook,Lead Generation,186,69,2,2,1.24,2.9,2.7,5587,,,
2025-06-06,Facebook,Traffic,144,57,1,1,1.11,1.75,2.52,5135,facebook_traffic_collection_49,Collection,Traffic - Collection 2
2025-06-06,Facebook,Lead Generation,123,39,1,1,1.13,2.56,3.12,3448,facebook_lead_generation_collection_20,Collection,Lead Generation - Collection 3
2025-06-06,Facebook,Lead Generation,187,55,1,1,1.08,1.82,3.4,5087,facebook_lead_generation_carousel_45,Carousel,Lead Generation - Carousel 4
2025-06-06,LinkedIn,Dynamic Ads,193,18,1,1,0.69,5.56,10.89,2599,linkedin_dynamic_ads_carousel_31,Carousel,Dynamic Ads - Carousel 1
2025-06-06,LinkedIn,Sponsored Content,248,24,1,1,0.72,4.17,10.38,3332,linkedin_sponsored_content_collection_27,Collection,Sponsored Content - Collection 2
2025-06-06,LinkedIn,Sponsored Content,166,15,1,1,0.88,6.67,10.84,,linkedin_sponsored_content_image_90,Image,Sponsored Content - Image 3
2025-06-06,TikTok,Video Views,104,88,2,2,2.75,2.27,1.18,3198,tiktok_video_views_collection_53,Collection,Video Views - Collection 1
2025-06-06,TikTok,Conversions,79,62,1,1,3.4,1.61,1.26,1823,tiktok_conversions_carousel_68,Carousel,Conversions - Carousel 2
2025-06-06,TikTok,Reach,93,65,1,1,3.39,1.54,1.43,1916,,,
2025-06-06,TikTok,Traffic,105,65,1,1,2.97,1.54,1.61,2192,,,
2025-06-06,Pinterest,Conversions,79,33,1,1,1.3,3.03,2.4,2530,pinterest_conversions_carousel_37,Carousel,Conversions - Carousel 1
2025-06-06,Pinterest,Brand Awareness,119,50,1,1,1.32,2,2.4,3792,pinterest_brand_awareness_image_43,Image,Brand Awareness - Image 2
2025-06-07,Google Ads,Shopping,178,60,3,3,2.7,5,2.96,2225,,,
2025-06-07,Google Ads,Display - Remarketing,245,60,3,3,1.96,5,4.1,,googleads_display_-_remarketing_collection_21,Collection,Display - Remarketing - Collection 2
2025-06-07,Google Ads,Video - YouTube,208,59,2,2,2.68,3.39,3.51,2203,googleads_video_-_youtube_carousel_56,Carousel,Video - YouTube - Carousel 3
2025-06-07,Google Ads,Shopping,247,67,2,2,2.02,2.99,3.68,3312,googleads_shopping_image_67,Image,Shopping - Image 4
2025-06-07,Facebook,Lead Generation,250,65,2,2,1.03,3.08,3.82,6320,facebook_lead_generation_carousel_58,Carousel,Lead Generation - Carousel 1
2025-06-07,Facebook,Video Views,159,51,1,1,1.28,1.96,3.14,3971,facebook_video_views_text_8,Text,Video Views - Text 2
2025-06-07,LinkedIn,Event Ads,208,22,1,1,0.76,4.55,9.29,2894,linkedin_event_ads_video_58,Video,Event Ads - Video 1
2025-06-07,LinkedIn,Dynamic Ads,172,14,0,0,0.73,0,12.69,1929,linkedin_dynamic_ads_image_63,Image,Dynamic Ads - Image 2
2025-06-07,TikTok,Conversions,42,25,1,1,2.34,4,1.7,1068,tiktok_conversions_image_74,Image,Conversions - Image 1
2025-06-07,TikTok,Video Views,90,59,1,1,3.27,1.69,1.53,1803,tiktok_video_views_video_69,Video,Video Views - Video 2
2025-06-07,TikTok,Conversions,62,41,1,1,3.39,2.44,1.52,1208,,,
2025-06-07,TikTok,App Install,89,50,1,1,2.44,2,1.78,2047,tiktok_app_install_text_97,Text,App Install - Text 4
2025-06-07,Pinterest,App Install,38,19,1,1,1.31,5.26,1.97,,pinterest_app_install_carousel_96,Carousel,App Install - Carousel 1
2025-06-07,Pinterest,App Install,81,36,1,1,1.37,2.78,2.25,2632,pinterest_app_install_carousel_86,Carousel,App Install - Carousel 2
2025-06-07,Pinterest,Traffic,39,18,0,0,1.59,0,2.12,,pinterest_traffic_collection_19,Collection,Traffic - Collection 3
2025-06-08,Google Ads,Shopping,315,88,4,4,2.34,4.55,3.57,3768,googleads_shopping_collection_26,Collection,Shopping - Collection 1
2025-06-08,Google Ads,Display - Remarketing,224,56,2,2,2.07,3.57,4.03,2711,,,
2025-06-08,Facebook,Remarketing,129,37,1,1,1.26,2.7,3.49,2932,facebook_remarketing_collection_5,Collection,Remarketing - Collection 1
2025-06-08,Facebook,Conversions,165,62,1,1,0.99,1.61,2.64,6271,,,
2025-06-08,Facebook,Traffic,137,36,1,1,1.1,2.78,3.85,3281,facebook_traffic_image_16,Image,Traffic - Image 3
2025-06-08,LinkedIn,Event Ads,249,27,1,1,0.9,3.7,9.07,2993,linkedin_event_ads_text_89,Text,Event Ads - Text 1
2025-06-08,LinkedIn,Event Ads,152,14,1,1,0.8,7.14,10.63,1759,,,
2025-06-08,TikTok,Reach,73,40,1,1,3.47,2.5,1.81,1152,,,
2025-06-08,TikTok,Reach,79,48,1,1,3.49,2.08,1.64,,,,
2025-06-08,TikTok,App Install,79,59,1,1,2.91,1.69,1.34,2030,tiktok_app_install_video_28,Video,App Install - Video 3
2025-06-08,Pinterest,Video Views,97,46,1,1,1.29,2.17,2.1,3575,pinterest_video_views_text_36,Text,Video Views - Text 1
2025-06-08,Pinterest,Brand Awareness,93,42,1,1,1.5,2.38,2.2,,,,
2025-06-09,Google Ads,Display - Remarketing,371,133,5,5,2.58,3.76,2.79,5147,googleads_display_-_remarketing_video_21,Video,Display - Remarketing - Video 1
2025-06-09,Google Ads,Search - Brand,312,82,4,4,2.37,4.88,3.79,3464,googleads_search_-_brand_carousel_27,Carousel,Search - Brand - Carousel 2
2025-06-09,Google Ads,Video - YouTube,246,71,3,3,2.11,4.23,3.48,3368,googleads_video_-_youtube_carousel_63,Carousel,Video - YouTube - Carousel 3
2025-06-09,Google Ads,Video - YouTube,188,49,2,2,2.58,4.08,3.84,1901,googleads_video_-_youtube_text_32,Text,Video - YouTube - Text 4
2025-06-09,Facebook,Lead Generation,129,50,1,1,1.16,2,2.57,4302,,,
2025-06-09,Facebook,Lead Generation,133,44,1,1,0.98,2.27,3.01,4506,facebook_lead_generation_carousel_76,Carousel,Lead Generation - Carousel 2
2025-06-09,Facebook,Remarketing,145,52,1,1,1.21,1.92,2.81,4291,facebook_remarketing_image_9,Image,Remarketing - Image 3
2025-06-09,Facebook,Video Views,210,67,1,1,1,1.49,3.16,6698,facebook_video_views_image_26,Image,Video Views - Image 4
2025-06-09,LinkedIn,Text Ads,145,17,1,1,0.73,5.88,8.47,2332,linkedin_text_ads_carousel_91,Carousel,Text Ads - Carousel 1
2025-06-09,LinkedIn,Message Ads,115,11,0,0,0.93,0,10.11,1186,linkedin_message_ads_image_33,Image,Message Ads - Image 2
2025-06-09,LinkedIn,Dynamic Ads,180,24,1,1,0.77,4.17,7.44,,linkedin_dynamic_ads_collection_94,Collection,Dynamic Ads - Collection 3
2025-06-09,LinkedIn,Sponsored Content,193,28,1,1,0.69,3.57,6.99,4076,linkedin_sponsored_content_image_53,Image,Sponsored Content - Image 4
