date,channel,campaign_name,spend,clicks,customers,conversions,ctr,cvr,cpc,impressions,creative_id,creative_type,ad_name
2024-02-29,Pinterest,Brand Awareness,133,62,1,1,1.28,1.61,2.13,4834,pinterest_brand_awareness_collection_9,Collection,Brand Awareness - Collection 2
2024-02-29,Pinterest,Conversions,64,32,1,1,1.25,3.13,2.01,2563,pinterest_conversions_text_46,Text,Conversions - Text 3
2024-03-01,Google Ads,Display - Remarketing,670,239,8,8,2.48,3.35,2.81,9632,googleads_display_-_remarketing_text_83,Text,Display - Remarketing - Text 1
2024-03-01,Google Ads,Search - Generic,423,133,4,4,2.11,3.01,3.17,6292,googleads_search_-_generic_text_0,Text,Search - Generic - Text 2
2024-03-01,Google Ads,Display - Remarketing,436,128,5,5,2.24,3.91,3.4,5707,googleads_display_-_remarketing_image_60,Image,Display - Remarketing - Image 3
2024-03-01,Facebook,Traffic,277,130,4,4,1.19,3.08,2.14,10934,facebook_traffic_collection_92,Collection,Traffic - Collection 1
2024-03-01,Facebook,Remarketing,289,143,3,3,1.29,2.1,2.02,11045,facebook_remarketing_text_25,Text,Remarketing - Text 2
2024-03-01,Facebook,Remarketing,243,76,2,2,1.35,2.63,3.19,5635,facebook_remarketing_video_61,Video,Remarketing - Video 3
2024-03-01,Facebook,Conversions,332,145,4,4,0.99,2.76,2.3,14577,facebook_conversions_collection_97,Collection,Conversions - Collection 4
2024-03-01,LinkedIn,Message Ads,248,28,1,1,0.79,3.57,8.82,,linkedin_message_ads_collection_46,Collection,Message Ads - Collection 1
2024-03-01,LinkedIn,Event Ads,283,30,1,1,0.86,3.33,9.38,3472,linkedin_event_ads_collection_67,Collection,Event Ads - Collection 2
2024-03-01,LinkedIn,Event Ads,277,29,2,2,0.69,6.9,9.44,4213,linkedin_event_ads_image_42,Image,Event Ads - Image 3
2024-03-01,TikTok,Traffic,108,83,2,2,2.57,2.41,1.3,3226,tiktok_traffic_video_97,Video,Traffic - Video 1
2024-03-01,TikTok,Conversions,130,108,3,3,2.94,2.78,1.2,3676,tiktok_conversions_video_65,Video,Conversions - Video 2
2024-03-01,TikTok,Reach,116,77,2,2,2.6,2.6,1.5,2967,tiktok_reach_video_84,Video,Reach - Video 3
2024-03-01,TikTok,Conversions,99,72,1,1,2.95,1.39,1.37,2439,tiktok_conversions_collection_93,Collection,Conversions - Collection 4
2024-03-01,Pinterest,Brand Awareness,216,112,2,2,1.4,1.79,1.92,8003,pinterest_brand_awareness_text_20,Text,Brand Awareness - Text 1
2024-03-01,Pinterest,Brand Awareness,157,89,2,2,1.46,2.25,1.76,6099,pinterest_brand_awareness_collection_72,Collection,Brand Awareness - Collection 2
2024-03-02,Google Ads,Search - Generic,237,61,3,3,2.26,4.92,3.9,2695,googleads_search_-_generic_collection_48,Collection,Search - Generic - Collection 1
2024-03-02,Google Ads,Shopping,285,106,3,3,1.86,2.83,2.69,5711,,,
2024-03-02,Google Ads,Shopping,303,90,3,3,2.57,3.33,3.37,,googleads_shopping_text_11,Text,Shopping - Text 3
2024-03-02,Google Ads,Shopping,315,90,3,3,2.65,3.33,3.5,3395,googleads_shopping_collection_66,Collection,Shopping - Collection 4
2024-03-02,Facebook,Lead Generation,203,61,2,2,1.04,3.28,3.31,5862,facebook_lead_generation_collection_19,Collection,Lead Generation - Collection 1
2024-03-02,Facebook,Video Views,232,90,2,2,0.97,2.22,2.57,,facebook_video_views_carousel_40,Carousel,Video Views - Carousel 2
2024-03-02,Facebook,Video Views,264,87,2,2,1,2.3,3.03,8682,facebook_video_views_carousel_32,Carousel,Video Views - Carousel 3
2024-03-02,LinkedIn,Text Ads,147,17,1,1,0.69,5.88,8.5,,linkedin_text_ads_collection_95,Collection,Text Ads - Collection 1
2024-03-02,LinkedIn,Text Ads,163,16,1,1,0.99,6.25,10.46,1610,linkedin_text_ads_text_8,Text,Text Ads - Text 2
2024-03-02,LinkedIn,Text Ads,113,11,1,1,0.86,9.09,10.74,1281,linkedin_text_ads_carousel_16,Carousel,Text Ads - Carousel 3
2024-03-02,LinkedIn,Sponsored Content,154,17,1,1,0.94,5.88,9.03,,linkedin_sponsored_content_text_43,Text,Sponsored Content - Text 4
2024-03-02,TikTok,Video Views,141,94,2,2,2.54,2.13,1.5,3697,,,
2024-03-02,TikTok,Reach,88,64,1,1,2.85,1.56,1.38,2249,tiktok_reach_carousel_98,Carousel,Reach - Carousel 2
2024-03-02,Pinterest,Traffic,133,57,1,1,1.59,1.75,2.32,3585,pinterest_traffic_image_97,Image,Traffic - Image 1
2024-03-02,Pinterest,Video Views,102,57,1,1,1.23,1.75,1.78,,pinterest_video_views_text_60,Text,Video Views - Text 2
2024-03-03,Google Ads,Video - YouTube,279,101,3,3,2.72,2.97,2.76,3719,googleads_video_-_youtube_video_84,Video,Video - YouTube - Video 1
2024-03-03,Google Ads,Search - Generic,223,79,3,3,2.11,3.8,2.83,3744,googleads_search_-_generic_text_66,Text,Search - Generic - Text 2
2024-03-03,Google Ads,Shopping,271,83,4,4,1.94,4.82,3.26,4285,googleads_shopping_video_52,Video,Shopping - Video 3
2024-03-03,Google Ads,Shopping,249,72,2,2,2.63,2.78,3.46,2737,googleads_shopping_text_69,Text,Shopping - Text 4
2024-03-03,Facebook,Traffic,222,84,2,2,1.32,2.38,2.65,6372,facebook_traffic_text_23,Text,Traffic - Text 1
2024-03-03,Facebook,Lead Generation,228,76,2,2,1.18,2.63,2.99,6448,facebook_lead_generation_text_18,Text,Lead Generation - Text 2
2024-03-03,Facebook,Traffic,172,52,1,1,1,1.92,3.34,5219,facebook_traffic_text_36,Text,Traffic - Text 3
2024-03-03,LinkedIn,Message Ads,194,22,1,1,0.85,4.55,8.79,2577,linkedin_message_ads_collection_22,Collection,Message Ads - Collection 1
2024-03-03,LinkedIn,Event Ads,170,18,1,1,0.97,5.56,9.61,1855,linkedin_event_ads_text_1,Text,Event Ads - Text 2
2024-03-03,LinkedIn,Text Ads,141,16,1,1,0.97,6.25,8.83,,linkedin_text_ads_video_26,Video,Text Ads - Video 3
2024-03-03,TikTok,App Install,63,39,1,1,2.59,2.56,1.62,1504,tiktok_app_install_collection_90,Collection,App Install - Collection 1
2024-03-03,TikTok,Traffic,96,70,2,2,2.66,2.86,1.36,2627,tiktok_traffic_collection_71,Collection,Traffic - Collection 2
2024-03-03,TikTok,Traffic,67,52,1,1,2.53,1.92,1.3,2057,tiktok_traffic_collection_2,Collection,Traffic - Collection 3
2024-03-03,TikTok,Reach,81,44,1,1,2.93,2.27,1.85,1501,tiktok_reach_video_40,Video,Reach - Video 4
2024-03-03,Pinterest,Conversions,66,37,1,1,1.37,2.7,1.76,2703,pinterest_conversions_collection_26,Collection,Conversions - Collection 1
2024-03-03,Pinterest,Brand Awareness,53,29,1,1,1.49,3.45,1.85,1943,pinterest_brand_awareness_video_77,Video,Brand Awareness - Video 2
2024-03-03,Pinterest,Traffic,92,53,1,1,1.36,1.89,1.73,3888,,,
2024-03-04,Google Ads,Search - Generic,583,194,8,8,2.18,4.12,3,8903,googleads_search_-_generic_text_59,Text,Search - Generic - Text 1
2024-03-04,Google Ads,Search - Brand,499,185,6,6,2.45,3.24,2.7,7543,googleads_search_-_brand_text_16,Text,Search - Brand - Text 2
2024-03-04,Google Ads,Display - Remarketing,478,150,4,4,2.32,2.67,3.18,6465,googleads_display_-_remarketing_text_52,Text,Display - Remarketing - Text 3
2024-03-04,Facebook,Video Views,403,134,2,2,1.22,1.49,3.01,11028,facebook_video_views_text_7,Text,Video Views - Text 1
2024-03-04,Facebook,Lead Generation,562,213,6,6,0.92,2.82,2.64,23228,facebook_lead_generation_text_68,Text,Lead Generation - Text 2
2024-03-04,LinkedIn,Message Ads,255,29,2,2,0.74,6.9,8.71,3920,linkedin_message_ads_image_86,Image,Message Ads - Image 1
2024-03-04,LinkedIn,Message Ads,217,23,1,1,0.86,4.35,9.45,2682,linkedin_message_ads_collection_4,Collection,Message Ads - Collection 2
2024-03-04,LinkedIn,Event Ads,270,27,1,1,0.97,3.7,9.94,2782,,,
2024-03-04,TikTok,Traffic,77,55,1,1,2.8,1.82,1.41,1964,tiktok_traffic_video_80,Video,Traffic - Video 1
2024-03-04,TikTok,Conversions,127,109,2,2,2.67,1.83,1.16,4082,,,
2024-03-04,TikTok,Traffic,122,81,1,1,3.12,1.23,1.51,2600,tiktok_traffic_image_75,Image,Traffic - Image 3
2024-03-04,TikTok,Reach,73,47,1,1,3.17,2.13,1.57,1483,tiktok_reach_video_73,Video,Reach - Video 4
2024-03-04,Pinterest,Traffic,90,54,1,1,1.7,1.85,1.66,3179,,,
2024-03-04,Pinterest,App Install,73,41,1,1,1.19,2.44,1.79,3454,pinterest_app_install_image_63,Image,App Install - Image 2
2024-03-04,Pinterest,Video Views,102,61,1,1,1.67,1.64,1.68,3658,pinterest_video_views_video_22,Video,Video Views - Video 3
2024-03-04,Pinterest,App Install,115,67,2,2,1.31,2.99,1.73,5118,pinterest_app_install_collection_22,Collection,App Install - Collection 4
2024-03-05,Google Ads,Search - Generic,322,78,2,2,2.54,2.56,4.11,3073,googleads_search_-_generic_text_3,Text,Search - Generic - Text 1
2024-03-05,Google Ads,Video - YouTube,578,189,7,7,2.04,3.7,3.05,9255,googleads_video_-_youtube_video_25,Video,Video - YouTube - Video 2
2024-03-05,Google Ads,Search - Generic,595,226,7,7,2.07,3.1,2.63,10942,googleads_search_-_generic_collection_30,Collection,Search - Generic - Collection 3
2024-03-05,Facebook,Video Views,171,57,2,2,1.34,3.51,2.98,4260,facebook_video_views_carousel_64,Carousel,Video Views - Carousel 1
2024-03-05,Facebook,Video Views,263,98,2,2,1.15,2.04,2.68,8511,facebook_video_views_image_21,Image,Video Views - Image 2
2024-03-05,Facebook,Traffic,316,160,3,3,1.07,1.88,1.98,14948,facebook_traffic_carousel_81,Carousel,Traffic - Carousel 3
2024-03-05,Facebook,Video Views,262,93,2,2,1.07,2.15,2.83,8655,facebook_video_views_image_2,Image,Video Views - Image 4
2024-03-05,LinkedIn,Text Ads,307,29,1,1,0.68,3.45,10.61,4258,,,
2024-03-05,LinkedIn,Sponsored Content,485,65,3,3,0.83,4.62,7.46,,linkedin_sponsored_content_carousel_32,Carousel,Sponsored Content - Carousel 2
2024-03-05,TikTok,App Install,205,125,3,3,3.25,2.4,1.64,3843,,,
2024-03-05,TikTok,App Install,208,145,2,2,2.84,1.38,1.43,5098,,,
2024-03-05,Pinterest,Conversions,182,114,2,2,1.63,1.75,1.59,6988,pinterest_conversions_image_46,Image,Conversions - Image 1
2024-03-05,Pinterest,Video Views,175,115,2,2,1.39,1.74,1.52,8248,,,
2024-03-06,Google Ads,Search - Brand,387,133,6,6,2.62,4.51,2.9,5081,googleads_search_-_brand_text_18,Text,Search - Brand - Text 1
2024-03-06,Google Ads,Search - Brand,399,130,4,4,2.58,3.08,3.08,5035,googleads_search_-_brand_text_41,Text,Search - Brand - Text 2
2024-03-06,Google Ads,Video - YouTube,298,107,5,5,2.29,4.67,2.8,4681,,,
2024-03-06,Google Ads,Search - Brand,315,111,3,3,2.65,2.7,2.85,,googleads_search_-_brand_carousel_22,Carousel,Search - Brand - Carousel 4
2024-03-06,Facebook,Video Views,496,178,4,4,1.23,2.25,2.78,14475,facebook_video_views_text_87,Text,Video Views - Text 1
2024-03-06,Facebook,Remarketing,491,192,3,3,0.98,1.56,2.55,19631,,,
2024-03-06,LinkedIn,Event Ads,311,34,2,2,0.89,5.88,9.23,3804,linkedin_event_ads_collection_3,Collection,Event Ads - Collection 1
2024-03-06,LinkedIn,Sponsored Content,339,53,2,2,0.85,3.77,6.45,6255,linkedin_sponsored_content_collection_68,Collection,Sponsored Content - Collection 2
2024-03-06,LinkedIn,Event Ads,338,52,2,2,0.74,3.85,6.45,7051,linkedin_event_ads_collection_66,Collection,Event Ads - Collection 3
2024-03-06,TikTok,Reach,161,113,2,2,2.84,1.77,1.43,3985,tiktok_reach_carousel_18,Carousel,Reach - Carousel 1
2024-03-06,TikTok,Reach,156,105,2,2,2.83,1.9,1.48,3709,tiktok_reach_collection_89,Collection,Reach - Collection 2
2024-03-06,TikTok,Reach,177,127,2,2,3.19,1.57,1.39,3987,tiktok_reach_video_49,Video,Reach - Video 3
2024-03-06,Pinterest,Traffic,110,63,2,2,1.27,3.17,1.75,4949,pinterest_traffic_video_26,Video,Traffic - Video 1
2024-03-06,Pinterest,Conversions,117,72,1,1,1.18,1.39,1.63,6111,,,
2024-03-06,Pinterest,Video Views,81,48,1,1,1.57,2.08,1.69,3061,pinterest_video_views_image_17,Image,Video Views - Image 3
2024-03-06,Pinterest,App Install,64,38,1,1,1.72,2.63,1.69,2207,pinterest_app_install_carousel_87,Carousel,App Install - Carousel 4
2024-03-07,Google Ads,Search - Brand,342,90,4,4,2.46,4.44,3.8,3656,googleads_search_-_brand_carousel_57,Carousel,Search - Brand - Carousel 1
2024-03-07,Google Ads,Search - Brand,547,199,7,7,2.06,3.52,2.75,9667,,,
2024-03-07,Google Ads,Search - Generic,412,153,7,7,2.18,4.58,2.69,7029,,,
2024-03-07,Facebook,Remarketing,166,47,1,1,1.08,2.13,3.57,,,,
2024-03-07,Facebook,Remarketing,229,81,2,2,1.02,2.47,2.82,7906,facebook_remarketing_video_22,Video,Remarketing - Video 2
2024-03-07,Facebook,Video Views,258,121,3,3,1.36,2.48,2.13,8922,facebook_video_views_collection_64,Collection,Video Views - Collection 3
2024-03-07,Facebook,Video Views,307,137,2,2,0.93,1.46,2.24,14727,facebook_video_views_collection_2,Collection,Video Views - Collection 4
2024-03-07,LinkedIn,Event Ads,340,31,1,1,0.94,3.23,10.86,3302,,,
2024-03-07,LinkedIn,Event Ads,388,39,2,2,0.98,5.13,10.01,3966,linkedin_event_ads_carousel_76,Carousel,Event Ads - Carousel 2
2024-03-07,TikTok,Video Views,174,133,3,3,2.89,2.26,1.31,4599,tiktok_video_views_video_98,Video,Video Views - Video 1
2024-03-07,TikTok,App Install,220,229,5,5,2.8,2.18,0.96,8179,,,
2024-03-07,TikTok,Video Views,113,68,1,1,2.8,1.47,1.67,2429,tiktok_video_views_video_84,Video,Video Views - Video 3
2024-03-07,Pinterest,Traffic,221,140,3,3,1.6,2.14,1.58,8765,pinterest_traffic_text_69,Text,Traffic - Text 1
2024-03-07,Pinterest,App Install,234,153,3,3,1.26,1.96,1.53,12161,pinterest_app_install_text_6,Text,App Install - Text 2
2024-03-08,Google Ads,Shopping,374,154,7,7,2.08,4.55,2.43,,googleads_shopping_text_95,Text,Shopping - Text 1
2024-03-08,Google Ads,Search - Brand,246,61,2,2,2.38,3.28,4.05,2562,,,
2024-03-08,Google Ads,Display - Remarketing,385,154,7,7,2.57,4.55,2.51,5985,googleads_display_-_remarketing_text_69,Text,Display - Remarketing - Text 3
2024-03-08,Google Ads,Search - Generic,334,100,5,5,2.43,5,3.33,4112,googleads_search_-_generic_text_55,Text,Search - Generic - Text 4
2024-03-08,Facebook,Traffic,336,159,5,5,1.06,3.14,2.12,15039,,,
2024-03-08,Facebook,Conversions,187,60,1,1,1.15,1.67,3.12,,,,
2024-03-08,Facebook,Lead Generation,285,132,3,3,1.3,2.27,2.15,10159,facebook_lead_generation_carousel_68,Carousel,Lead Generation - Carousel 3
2024-03-08,Facebook,Traffic,246,112,2,2,1.07,1.79,2.19,10476,facebook_traffic_video_89,Video,Traffic - Video 4
2024-03-08,LinkedIn,Text Ads,219,22,1,1,0.76,4.55,9.74,2899,linkedin_text_ads_text_41,Text,Text Ads - Text 1
2024-03-08,LinkedIn,Text Ads,262,42,1,1,0.93,2.38,6.19,,,,
2024-03-08,LinkedIn,Sponsored Content,192,23,1,1,0.77,4.35,8.36,2994,linkedin_sponsored_content_carousel_70,Carousel,Sponsored Content - Carousel 3
2024-03-08,LinkedIn,Sponsored Content,190,19,1,1,0.68,5.26,10.17,2782,linkedin_sponsored_content_carousel_60,Carousel,Sponsored Content - Carousel 4
2024-03-08,TikTok,Traffic,135,93,2,2,3.46,2.15,1.46,2684,tiktok_traffic_text_89,Text,Traffic - Text 1
2024-03-08,TikTok,Traffic,89,50,1,1,2.72,2,1.77,1839,tiktok_traffic_image_55,Image,Traffic - Image 2
2024-03-08,TikTok,Conversions,100,73,1,1,2.8,1.37,1.37,2605,tiktok_conversions_image_76,Image,Conversions - Image 3
2024-03-08,TikTok,Video Views,104,64,1,1,3.35,1.56,1.62,1912,tiktok_video_views_text_95,Text,Video Views - Text 4
2024-03-08,Pinterest,Video Views,159,96,2,2,1.34,2.08,1.65,7185,pinterest_video_views_text_31,Text,Video Views - Text 1
2024-03-08,Pinterest,Traffic,155,96,2,2,1.17,2.08,1.62,8189,pinterest_traffic_text_44,Text,Traffic - Text 2
2024-03-09,Google Ads,Search - Generic,611,167,7,7,2.32,4.19,3.65,7212,,,
2024-03-09,Google Ads,Search - Generic,510,168,6,6,2.37,3.57,3.03,7091,googleads_search_-_generic_video_30,Video,Search - Generic - Video 2
2024-03-09,Facebook,Lead Generation,144,44,1,1,1.11,2.27,3.27,3969,facebook_lead_generation_text_8,Text,Lead Generation - Text 1
2024-03-09,Facebook,Remarketing,171,51,1,1,1.22,1.96,3.37,4184,,,
2024-03-09,Facebook,Video Views,178,50,1,1,1.08,2,3.55,4638,facebook_video_views_image_49,Image,Video Views - Image 3
2024-03-09,Facebook,Conversions,126,49,1,1,1.16,2.04,2.57,4215,facebook_conversions_collection_48,Collection,Conversions - Collection 4
2024-03-09,LinkedIn,Dynamic Ads,129,12,0,0,0.72,0,10.51,1674,linkedin_dynamic_ads_text_62,Text,Dynamic Ads - Text 1
2024-03-09,LinkedIn,Sponsored Content,156,15,0,0,0.68,0,10.49,2202,linkedin_sponsored_content_video_85,Video,Sponsored Content - Video 2
2024-03-09,LinkedIn,Event Ads,103,9,0,0,0.86,0,11.49,1045,linkedin_event_ads_collection_87,Collection,Event Ads - Collection 3
2024-03-09,LinkedIn,Event Ads,135,16,1,1,0.8,6.25,8.49,1991,linkedin_event_ads_image_82,Image,Event Ads - Image 4
2024-03-09,TikTok,Conversions,95,62,1,1,3.11,1.61,1.54,1991,tiktok_conversions_carousel_54,Carousel,Conversions - Carousel 1
2024-03-09,TikTok,App Install,56,34,0,0,2.86,0,1.65,1189,tiktok_app_install_collection_95,Collection,App Install - Collection 2
2024-03-09,TikTok,Reach,69,37,1,1,2.49,2.7,1.85,,,,
2024-03-09,TikTok,Conversions,61,32,1,1,2.53,3.13,1.93,1263,tiktok_conversions_image_44,Image,Conversions - Image 4
2024-03-09,Pinterest,Traffic,87,49,1,1,1.65,2.04,1.79,,pinterest_traffic_collection_38,Collection,Traffic - Collection 1
2024-03-09,Pinterest,Brand Awareness,76,31,0,0,1.23,0,2.45,2520,pinterest_brand_awareness_video_92,Video,Brand Awareness - Video 2
2024-03-09,Pinterest,Video Views,76,36,1,1,1.62,2.78,2.08,2226,,,
2024-03-10,Google Ads,Video - YouTube,416,130,4,4,2.06,3.08,3.2,6300,,,
